"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"in-98c66e715195e141","indeed","https://www.indeed.com/viewjob?jk=98c66e715195e141","https://jobs.apploi.com/view/6el984844b5c5?utm_campaign=integration&utm_medium=job-board-feed&utm_source=indeed-apply-feed","Intake Specialist","New York Health Care","Valley Stream, NY, US","2025-05-26","fulltime","direct_data","yearly",40000.0,60000.0,"USD",False,"","","","","**JOB OVERVIEW**



New York Health Care, Inc. a licensed home care agency for over 40\\+ years is seeking a full\\-time bilingual English/Spanish **Intake Specialist** for immediate hire in our corporate office located in Valley Stream, NY. This is a full time in\\-office position with opportunity for growth.

  


**MAJOR DUTIES AND RESPONSIBILITIES:**


* Process patient referrals demographics required basic clinical information and financial reimbursement information.


* Contact patients and educate them on the Managed Long Term Care Program


* Entry of referral on an internal database with appropriate color\\-coded references and comments as applicable.


* Verify eligibility and benefits of all Medicare, Medicaid, Commercial and Managed Care Insurances utilizing websites available and direct phone calls to Insurance companies.


* Contacts service representatives at Managed Care Insurance companies to verify eligibility and benefits for home care coverage and obtain initial evaluation authorizations for patients referred for home care services.


* Data entry of required insurance information in the Agency’s computer system to ensure accurate and timely reimbursement.


* Daily data entry of documents and maintenance of patient clinical information


**QUALIFICATIONS FOR THE JOB**


* Bilingual preferred: Mandarin, Cantonese, Korean, Hindi, Punjabi, Urdu and Spanish.


* Experience with Health Insurance preferred


* Knowledge of general office procedures \\& equipment


* Excellent customer service \\& follow\\-up skills


* Strong organizational skills with attention to detail


* Proficient in Microsoft office and software navigation.


*Other:*


* Experience using HHA Exchange software preferred


* Previous home care intake experience preferred


* Knowledge of referral sources


**COMPENSATION \\& BENEFITS:**


* Competitive pay with incentives/bonuses


* PTO including holiday, vacation, sick and personal time off


* Subsidized Medical and Dental Insurance


* 401k","Health Care","https://www.indeed.com/cmp/New-York-Health-Care","","","","","","Since 1983 we at New York Health Care have had one single focus and mission: to integrate your situation into an appropriate life management solution that emphasizes comfort, safety and independence.","","","","","",""
"in-8c8fc827a1900112","indeed","https://www.indeed.com/viewjob?jk=8c8fc827a1900112","http://www.indeed.com/job/office-associate-8c8fc827a1900112","Office Associate","STP DEVELOPMENTS LTD","Bronx, NY, US","2025-05-26","parttime, fulltime","direct_data","hourly",27.0,31.0,"USD",False,"","","","","We’re looking for a dependable and organised **Office Associate** to join our growing team. In this role, you’ll provide essential day\\-to\\-day support across various departments, helping to keep the office running efficiently and professionally. It’s a great fit for someone who enjoys a structured environment, takes pride in their work, and is looking to build a long\\-term career in administration.

You don’t need years of experience—just a strong work ethic, attention to detail, and a willingness to learn.

**What You’ll Be Doing**

As an Office Associate, you’ll be involved in a range of administrative tasks. You'll work closely with multiple teams and provide hands\\-on support where it’s needed most.

Your responsibilities will include:

* Greeting visitors and handling incoming calls and emails
* Managing office supplies, mail, and deliveries
* Assisting with filing, document management, and data entry
* Supporting scheduling, meeting coordination, and calendar management
* Helping prepare basic reports or internal communications
* Keeping shared office spaces organised and functional
* Providing general administrative support to team members and leadership

**What We’re Looking For**

We’re looking for someone professional, friendly, and capable of staying organised in a dynamic environment.

**Key requirements include:**

* Strong communication and interpersonal skills
* Confidence using basic office software (Microsoft Office or Google Workspace)
* Excellent attention to detail and time management
* Ability to prioritise tasks and work independently once trained
* High school diploma or equivalent required
* Previous office or customer service experience is helpful—but not essential

**What You’ll Get in Return**

We understand the value of dependable, behind\\-the\\-scenes support—and we treat our Office Associates as key members of the team.

Here’s what we offer:

* A structured onboarding process with ongoing training
* Supportive, approachable management
* Opportunities to grow into more specialised or senior administrative roles
* Paid holidays and personal time off
* A stable, respectful, and professional work environment

**How to Apply**

If you’re looking for a steady, well\\-rounded office role where your work truly matters, we’d love to hear from you.

Job Types: Full\\-time, Part\\-time

Pay: $27\\.00 \\- $31\\.00 per hour

Benefits:

* Flexible schedule
* Health insurance
* Vision insurance

Schedule:

* Day shift
* Monday to Friday
* No weekends
* Weekends as needed

Work Location: In person","","https://www.indeed.com/cmp/Stp-Developments-Ltd","","","","","","","","","","","",""
"in-2014e65c5d7e453b","indeed","https://www.indeed.com/viewjob?jk=2014e65c5d7e453b","http://www.indeed.com/job/nurse-2014e65c5d7e453b","Nurse","GRAMERCY PARK PHYSICAL THERAPY PC","Staten Island, NY, US","2025-05-26","parttime, contract, perdiem","direct_data","hourly",40.0,50.0,"USD",False,"","","","","We are looking for a reliable RN or LPN (Licensed Practical Nurse), to perform eligibility assessments for Access A Ride program. You will work under the supervision of the project director. The ideal candidate will be trained on providing quality assessments for applicants with a variety of medical conditions. Training will be provided.

**Responsibilities.** Examine Access A Ride applicants’ medical documents.  
Observe applicants’ ambulation and stair climbing ability and record gait and balance deficits.  
Document observation and determine applicants’ eligibility for Access A Ride services.

**Skills**. Ability to undertake a variety of diverse tasks and work in a team.  
Understanding of confidentiality obligations and nursing best practices  
Excellent knowledge of medical terminology.  
Good knowledge of MS Office and data entry  
Excellent communication and interpersonal skills  
Successful completion of LPN license program is a must  
THIS IS NOT A CLINICAL POSITION; DIRECT PATIENT CARE OR TREATMENT IS NOT REQUIRED.THE ASSESSMENTS ARE HELD IN ACCESS A RIDE ASSESSMENT CENTER OFFICE NOT A MEDICAL FACILITY.

Job Types: Part\\-time, Contract, Per diem

Pay: $40\\.00 \\- $50\\.00 per hour

Work Location: In person","","https://www.indeed.com/cmp/Gramercy-Park-Physical-Therapy-PC","","","","","","","","","","","",""
"in-197c19f378b60e29","indeed","https://www.indeed.com/viewjob?jk=197c19f378b60e29","http://www.indeed.com/job/lpn-instant-pay-licensed-practical-nurse-197c19f378b60e29","LPN Instant Pay! Licensed Practical Nurse","AllShifts","Long Branch, NJ, US","2025-05-26","perdiem","","daily","","","USD",False,"","","","","**AA Southwest** is seeking a **Licensed Practical Nurse (LPN)** to join our per\\-diem staffing agency.  
You will be responsible for caring for people with physical and/or mental limitations and disabilities under the supervision of a Registered Nurse or Doctor. If you are qualified, compassionate and enjoy helping others, apply now.  
The ideal candidate will be experienced in providing diverse basic care.

We offer great benefits and perks including Instant Pay. See your money in your account immediately after you finish working.

Offering you medical, dental, vision insurance, rewards, employee discount program and more.

LPN Responsibilities:

* Record a patient’s medical history accurately
* Take and record measurements of blood pressure, temperature, heart rate, etc.
* Observe patients under treatment to identify progress, side\\-effects of medications etc.
* Monitor patients’ condition including fluid intake/output and compose patient charts
* Assist ailing patients in daily necessary activities such as eating, bathing, etc.
* Administer injections, prescribed medications, enemas, etc., clean and dress wounds and assist with other basic medical care tasks
* Collect samples for lab testing as assigned
* Provide emotional and psychological support when needed
* Communicate with patients’ family to provide advice, comfort and release instructions

LPN Skills:

* Active LPN State License/Certification is required
* Proven experience as LPN or similar role
* Ability to undertake a variety of diverse care tasks and work in a multidisciplinary team
* Familiarity with hospital health, safety and sanitation standards and procedures
* Understanding of confidentiality obligations and nursing best practices
* Excellent knowledge of medical and hospital terminology
* Good knowledge of MS Office and data entry
* Excellent communication and interpersonal skills
* Compassionate and able to handle stress

Pay: $295\\.37 \\- $295\\.37 per day

Benefits:

* Dental insurance
* Employee discount
* Flexible schedule
* Health insurance
* Vision insurance

Medical Specialty:

* Geriatrics

Physical Setting:

* Long term care
* Nursing home
* Rehabilitation center

Work Location: In person","","https://www.indeed.com/cmp/Allshifts","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/05c56af9a3a14c2c00434680781d37df","https://allshifts.com/","494 Broad St, 4th Floor
Newark, NJ 07102","51 to 200","","AllShifts The On-Demand Nurse Staffing Agency that Pays Daily. AllShifts uses innovative technology and caring experts to help nurses and facilities fill their schedules 24/7/365.","","","","","",""
"in-7ed16fde24adceea","indeed","https://www.indeed.com/viewjob?jk=7ed16fde24adceea","http://www.indeed.com/job/lpn-instant-pay-licensed-practical-nurse-7ed16fde24adceea","LPN Instant Pay! Licensed Practical Nurse","AllShifts","Woodcliff Lake, NJ, US","2025-05-26","perdiem","direct_data","yearly",74014.0,83888.0,"USD",False,"","","","","**AA Southwest** is seeking a **Licensed Practical Nurse (LPN)** to join our per\\-diem staffing agency.  
You will be responsible for caring for people with physical and/or mental limitations and disabilities under the supervision of a Registered Nurse or Doctor. If you are qualified, compassionate and enjoy helping others, apply now.  
The ideal candidate will be experienced in providing diverse basic care.

We offer great benefits and perks including Instant Pay. See your money in your account immediately after you finish working.

Offering you medical, dental, vision insurance, rewards, employee discount program and more.

LPN Responsibilities:

* Record a patient’s medical history accurately
* Take and record measurements of blood pressure, temperature, heart rate, etc.
* Observe patients under treatment to identify progress, side\\-effects of medications etc.
* Monitor patients’ condition including fluid intake/output and compose patient charts
* Assist ailing patients in daily necessary activities such as eating, bathing, etc.
* Administer injections, prescribed medications, enemas, etc., clean and dress wounds and assist with other basic medical care tasks
* Collect samples for lab testing as assigned
* Provide emotional and psychological support when needed
* Communicate with patients’ family to provide advice, comfort and release instructions

LPN Skills:

* Active LPN State License/Certification is required
* Proven experience as LPN or similar role
* Ability to undertake a variety of diverse care tasks and work in a multidisciplinary team
* Familiarity with hospital health, safety and sanitation standards and procedures
* Understanding of confidentiality obligations and nursing best practices
* Excellent knowledge of medical and hospital terminology
* Good knowledge of MS Office and data entry
* Excellent communication and interpersonal skills
* Compassionate and able to handle stress

Benefits:

* Dental insurance
* Employee discount
* Flexible schedule
* Health insurance
* Vision insurance

Medical Specialty:

* Geriatrics

Physical Setting:

* Long term care
* Nursing home
* Rehabilitation center

Work Location: In person","","https://www.indeed.com/cmp/Allshifts","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/05c56af9a3a14c2c00434680781d37df","https://allshifts.com/","494 Broad St, 4th Floor
Newark, NJ 07102","51 to 200","","AllShifts The On-Demand Nurse Staffing Agency that Pays Daily. AllShifts uses innovative technology and caring experts to help nurses and facilities fill their schedules 24/7/365.","","","","","",""
"in-1478c07e65492c73","indeed","https://www.indeed.com/viewjob?jk=1478c07e65492c73","https://grnh.se/ae6ec2d42us","GL Accountant","Miro","New York, NY, US","2025-05-26","","direct_data","yearly",78400.0,102900.0,"USD",True,"","","","","#### **About the Team**


As a member of the Financial Reporting \\& Controls team, you will be responsible for providing accurate financials, building our financial infrastructure, and ensuring smooth operations. This is an exciting opportunity to join the team and make an immediate impact at a rapidly growing organization.
#### **About the Role**


This accountant role will report directly to the Head of Corporate Accounting and support month\\-end close activities and bank reconciliations process. As an accountant at Miro, you will be instrumental in managing our day to day financial operations for AU \\& JP entities and will help with the full accounting cycle from recording JEs to analyzing the MoM differences. This role will also be managing US bank reconciliations for multiple bank accounts.
#### **What you'll do**


* Record cash transfers and conduct bank reconciliations for multiple bank accounts
* Month\\-end\\-close tasks, including preparation of journal entries
* Perform balance sheet account reconciliations to ensure accurate financial reporting
* Help organize and maintain company's accounting records and documents
* Support external audit requirements
* Complete ad\\-hoc projects and reports

#### **What you'll need**


* 2\\+ years of experience in accounting
* Experience working with strict deadlines
* Experience working with general ledgers, accounting records and cash reconciliations
* Microsoft Office knowledge (Excel, vlookups, sumifs, pivots)
* Experience with NetSuite and working in an international company is a plus

#### **What's in it for you**


* 401k matching \\+ Competitive equity package
* Excellent Medical, Dental and Vision health benefits
* Fertility \\& Family Forming Benefits
* Flexible time off
* Lunch, snacks and drinks provided in the office
* Wellbeing benefit and WFH equipment allowance
* Annual learning and development allowance to grow your skills and career
* Up to $2,000 of charitable donation matches each year


*The reasonably estimated salary range is specific to New York and may not be applicable to other locations. The range for this role is $78,400 to $102,900\\. Final compensation and total package components will be based on individual factors such as the candidate's skills, qualifications, and experience.*



\\#LI\\-LW1

#### **About Miro**



Miro is a visual workspace for innovation that enables distributed teams of any size to build the next big thing. The platform's infinite canvas enables teams to lead engaging workshops and meetings, design products, brainstorm ideas, and more. Miro, co\\-headquartered in San Francisco and Amsterdam, serves more than 90M users worldwide, including 99% of the Fortune 100\\. Miro was founded in 2011 and currently has more than 1,600 employees in 12 hubs around the world.



We are a team of dreamers. We look for individuals who dream big, work hard, and above all stay humble. Collaboration is at the heart of what we do and through our work together we hope to create a supportive, welcoming, and innovative environment. We strive to play as a team to win the world and create a better version of ourselves every day. If this sounds like something that excites you, we want to hear from you!



Check out more about life at Miro:


* Youtube: https://www.youtube.com/@lifeatmiro
* Blog: https://miro.com/careers/life\\-at\\-miro/all/
* Instagram: https://www.instagram.com/mirohq/


At Miro, we strive to create and foster an environment of belonging and collaboration across cultural differences. Miro's mission — *Empower teams to create the next big thing* — is how we think about our product, people, and culture. We believe that creating big things requires diverse and inclusive teams. *Diversity* invites all talent with different demography, identities and styles *to step in*, and *inclusion* invites them to step *closer together.* Every day, we are working to build a more diverse Miro, cultivate a sense of belonging for future and current Mironeers around the world, and foster an environment where everyone can collaborate and embrace differences.


**Miro handles and uses personal data of job applicants in line with its** **Recruitment Privacy Policy** **found** **here****.**","","https://www.indeed.com/cmp/Miro-3b3ebbc2","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4ca7cd1e4b81fd6723eff662afaee663","http://www.miro.com","San Francisco, CA","1,001 to 5,000","Decline to state","Miro is a visual workspace for innovation that enables distributed teams of any size to dream, design, and build the future together. Our mission is to empower these teams to create the next big thing","","","","","",""
"in-f27340fd65e00c8d","indeed","https://www.indeed.com/viewjob?jk=f27340fd65e00c8d","https://jobs.ashbyhq.com/alternativepayments/99600d01-6eb2-42ff-8e44-fbe4ba7836f8?utm_source=6ZDr7J12vq","Accounting Manager","Alternative Payments","New York, NY, US","2025-05-26","fulltime","direct_data","yearly",130000.0,155000.0,"USD",False,"","","","","**The Role:**


Alternative Payments is seeking a detail\\-oriented, proactive **Accounting Manager** to lead our core accounting operations as we scale. This is a foundational role on our growing team, responsible for ensuring timely and accurate financial reporting, maintaining strong internal controls, and supporting cross\\-functional teams with reliable financial data.


As our first dedicated accounting hire, you'll report to the Chief Operating Officer and work closely with leadership to build a strong accounting foundation that supports our rapid growth. This role is ideal for someone who thrives in fast\\-paced startup environments, enjoys getting into the details, and can implement systems and processes that scale.

***This is a hybrid role in\\-office 3\\-4 days / week in NYC***

**Key Responsibilities:**

* Own and manage all day\\-to\\-day accounting operations, including the monthly close process, journal entries, reconciliations, and preparation of financial statements in accordance with US GAAP and CAD Accounting standards.
* Maintain and improve internal accounting policies, procedures, and controls to ensure compliance and support company growth.  

Oversee accounts payable, accounts receivable, expense reporting, and payroll support functions.
* Partner with leadership to support budgeting, cash flow tracking, and financial forecasting.
* Coordinate with external providers on tax filings and audit preparation.
* Ensure accuracy and integrity of financial data across tools and systems; support implementation of new finance tools as needed.

  

Create and maintain reports and dashboards to support decision\\-making and track financial health.

**Requirements:**

* 5–7 years of experience in accounting roles, including experience leading a monthly close and managing general ledger functions.
* CPA certification required; prior public accounting experience (Big 4 preferred) is a strong plus.
* Strong understanding of US GAAP and financial reporting standards.
* Demonstrated ability to develop and document accounting processes and controls.
* Experience working in a startup or high\\-growth environment is preferred.
* Excellent attention to detail, communication, and organizational skills.
* Proficiency with accounting systems and tools; experience implementing or improving systems is a plus.
* Comfortable working independently and managing multiple priorities in a dynamic environment.

**Nice to have**

* Experience working in a high\\-growth fintech or payments startup.
* Prior exposure to global operations, currency exchange, or cross\\-border compliance.
* Experience in fintech, payments, or cross\\-border financial operations
* Exposure to IFRS or Canadian accounting standards

**About Alternative Payments**


Alternative Payments is an early\\-stage B2B payments and checkout infrastructure company, tackling $28T of US B2B payments. Alternative’s white\\-label, purpose\\-built payment portal provides a domain that customers may visit and view outstanding / due invoices anytime and pay via financing, ACH and credit cards. The platform integrates directly with a company’s invoicing software and reconciles all transactions to its accounting software, providing a fully\\-integrated approach that does not exist, outside of custom ERP applications. Our customers are paid 40% faster, leveraging Alternative Payments.

**Compensation**


Total compensation range for this role is $130,000 \\- $155,000 plus equity. The range displayed on each job posting reflects the approximate total target compensation for the position. Within the range, individual pay is determined by factors including relevant skills, experience, education/training.

**What We Will Offer:**

* Competitive Compensation: We want you to feel like an owner, which should be reflected in your salary and equity
* Top Tier Benefits: Every employee has access to great Health, Dental, and Vision insurance
* Mission\\-first Colleagues: We value a culture of authenticity, humility, and excellence. We want you to leave your thumbprint on our company

**Our Values:**

* Transparency \\& Honesty: We operate with transparency to our customers, investors, and other partners, every step of the way.
* Dependability: We are dependable. We do what we say we are going to do and we do not cut corners.
* Partnership: We are partners to our customers, investors, and each other, and work together to solve exciting massive problems.
* Revolutionary \\& Boldness: We are revolutionary \\& bold. We break down barriers and walls to build our own walls in a stronger, safer, and simpler manner.
* Diversity \\& Inclusion: We work together with people of all backgrounds and seek different viewpoints to generate stronger partnerships and create a stronger, more inclusive company and world.","","https://www.indeed.com/cmp/Alternative-Payments","","","","","","","","","","","",""
"in-9a0e35a2ec0c995a","indeed","https://www.indeed.com/viewjob?jk=9a0e35a2ec0c995a","http://www.indeed.com/job/manager-secretary-bilingual-english-chinese-9a0e35a2ec0c995a","Manager Secretary (Bilingual in English & Chinese)","Yong Kang medical","New York, NY, US","2025-05-26","parttime, fulltime","direct_data","yearly",50000.0,60000.0,"USD",False,"","","","","**Job description**

**Location:** Yong Kang and Evergreen Medical – NYC (Multiple Locations)  
**Compensation:** 50,000\\-60,000

**Job Overview**  
We are seeking a skilled Secretary to join our team. The ideal candidate will provide administrative support and perform various clerical tasks to ensure efficient office operations and speak bilingually in English and Chinese.

**Duties**

* Organize and schedule appointments
* Maintain contact lists
* Produce and distribute correspondence memos, letters, faxes, and forms
* Assist in the preparation of regularly scheduled reports
* Develop and maintain a filing system
* Order office supplies
* Book travel arrangements
* Submit and reconcile expense reports
* Provide general support to visitors
* Act as the point of contact for internal and external clients

**Qualifications**

* Proficient in computerized systems and office software
* Excellent phone etiquette skills
* Experience in customer support roles is a plus
* Familiarity with medical office procedures is advantageous
* Ability to assist with event planning and project coordination
* Strong proofreading skills for accurate documentation
* Previous experience in clerical or administrative roles is preferred
* Fast and accurate typing skills as a data entry clerk

**Additional Benefits**

* H1B sponsorship available

This position offers an opportunity to contribute to a dynamic team environment while developing essential administrative skills. Join us and make a positive impact!

Job Type: Full\\-time

Pay: $50,000\\.00 \\- $60,000\\.00 per year

Benefits:

* Employee discount
* Flexible schedule
* Paid time off

Schedule:

* 8 hour shift

Education:

* Bachelor's (Required)

Experience:

* administration assistant: 1 year (Preferred)

Language:

* bilingually in English \\& Chinese (Required)

Ability to Commute:

* New York, NY 10002 (Required)

Ability to Relocate:

* New York, NY 10002: Relocate before starting work (Required)

Work Location: In person

Job Types: Full\\-time, Part\\-time

Pay: $50,000\\.00 \\- $60,000\\.00 per year

Benefits:

* Paid time off

Schedule:

* 8 hour shift
* Monday to Friday

Ability to Commute:

* New York, NY 10002 (Required)

Ability to Relocate:

* New York, NY 10002: Relocate before starting work (Required)

Work Location: In person","","https://www.indeed.com/cmp/Yong-Kang-Medical-1","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4c352cbb5cad2a01a8b37ab680f581b4","","","","","","","","","","",""
"in-5d34600a4c0b1674","indeed","https://www.indeed.com/viewjob?jk=5d34600a4c0b1674","https://careers.montefiore.org/job/BRONX-REGISTERED-NURSE-PER-DIEM-NY/1227554700/?feedId=122700&utm_source=Indeed&utm_campaign=Montefiore_Indeed","REGISTERED NURSE PER DIEM","Montefiore Medical","Bronx, NY, US","2025-05-26","perdiem","","hourly","","","USD",False,"","","","","This vacancy will be posted on internal Career Website for 10 work days.


Associates are eligible to apply for a transfer after completion of one (1\\) year of service in their present position, with the following exception: an Associate who has received a written warning is not eligible for a transfer/promotion prior to six (6\\) months from date of issuance; an Associate who has been suspended is not eligible for transfer/promotion prior to one (1\\) year from date of suspension. Probationary period is four (4\\) months for full\\-time employees, and six (6\\) months for part\\-time employees.

  

Provides professional nursing care to assigned patients. Assesses patients, develops and documents nursing care and discharge plans, and prepares and administers medications and interventions. Supervises nursing attendants and ancillary staff in patient care activities.  

  

EDUCATION, TRAINING \\& EXPERIENCE: ED RN Experience required


New York State License for Registered Professional Nurse and current registration or valid permit to practice in New York State as an R.N.  

BSN Degree preferred  

BLS/ACLS/PALS Training Infection Control Training  

Certification in specialty preferred  

Effective English communication skills, both written and oral  

Ability to use basic data entry and retrieval systems

 **Department:** Emergency Department **Bargaining Unit:** NYSNA **Campus:** MOSES **Employment Status:** Per Diem **Address:** 111 East 210th Street, Bronx**Shift:** Night **Scheduled Hours:** PER DIEM **Req ID:** 221400 **Salary Range/Pay Rate:** $79\\.71

  

For positions that have only a rate listed, the displayed rate is the hiring rate but could be subject to change based on shift differential, experience, education or other relevant factors.

  

To learn more about the “Montefiore Difference” – who we are at Montefiore and all that we have to offer our associates, please click **here****.**

 **Diversity, equity and inclusion are core values of Montefiore. We are committed to recruiting and creating an environment in which associates feel empowered to thrive and be their authentic selves through our inclusive culture. We welcome your interest and invite you to join us.**

 **Montefiore is an equal employment opportunity employer. Montefiore will recruit, hire, train, transfer, promote, layoff and discharge associates in all job classifications without regard to their race, color, religion, creed, national origin, alienage or citizenship status, age, gender, actual or presumed disability, history of disability, sexual orientation, gender identity, gender expression, genetic predisposition or carrier status, pregnancy, military status, marital status, or partnership status, or any other characteristic protected by law.**

  

N/A","","https://www.indeed.com/cmp/Montefiore-Medical-1","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4992b95fc653b8a5dfcc2ecb3cbab844","https://careers.montefiore.org","Bronx, NY","10,000+","Decline to state","Montefiore Medical Center, in the Norwood section of the Bronx, New York, is a teaching hospital of the Albert Einstein College of Medicine.","","","","","",""
"in-a3d6543e6f7ec17c","indeed","https://www.indeed.com/viewjob?jk=a3d6543e6f7ec17c","http://www.indeed.com/job/sales-assistant-a3d6543e6f7ec17c","Sales Assistant","CSPC HEALTHCARE INC","New Brunswick, NJ, US","2025-05-26","fulltime","direct_data","hourly",22.0,27.0,"USD",False,"","","","","**CSPC Healthcare** **Inc (dba CSPC Nutritionals)** is a fast growing importer / distributor of vitamins, food ingredients and natural ingredients for the food and beverage, cosmetic and personal care, and nutritional industries in US/Canada/Mexico market.

We are currently seeking sales assistant for our office in New Brunswick, NJ 08901\\. Candidates must be bright, self\\-motivated, energetic individuals with experience in a fast paced environment.

This sales assistant will work cooperatively with operations, sales and accounting to fully service accounts to insure customer satisfaction.

Excellent verbal communication, proficiency in Excel, Word, Adobe, and OMS as well as basic computer skills is required. Ability to multi\\-task, handle changing priorities and work with internal and external customers at all levels of the organization. Starting salary will commensurate with experience.

For immediate consideration and to schedule an interview, please e\\-mail your resume and requirements detailing why we should consider you for this opportunity.

We provide competitive salary, \\& benefits package.

**Job duties and responsibilities may include:**

* Responsible for data entry, processing orders, and arranging for shipments while keeping customers, vendors and other departments within company informed on shipment status Printing and entering of orders on a daily basis
* Deal directly with customers via telephone, fax or email
* Review orders for accuracy
* Taking phone calls from our customers and our outside sales force.
* Coordinate deliveries with warehouse personnel and drive teams
* Following the order through the shipping and invoice process
* Preparing spreadsheets for inventory management
* Accurately process customer transactions such as orders, quotes or returns
* Provide accurate information regarding availability of in\\-stock items
* Proactively recommend items needed by customers to increase customer satisfaction and improve transaction profitability
* Responsible for creating and spending the proper documentation to customers, carriers, warehouses, customs brokers, etc.
* Manage time effectively, meet personal goals and work effectively with other members of the distribution team
* Assist in scheduled physical inventory counts
* Follow company policies and procedures
* Present a professional image at all times to customers and vendors
* Assist management with various projects as required.

**Job Requirements:**

* Self\\-motivated and energetic with strong work ethic; ability to multi\\-task and handle changing priorities
* Excellent communication, presentation and customer service skills
* Exception level of patience even under hectic conditions
* High level of attention to detail
* Outstanding organizational skills
* Common sense and the ability to learn quickly
* Ability to work in a fast paced environment
* Proficiency in Excel and Word, SAP.
* Strong work ethic and sense of commitment
* Ability to build and maintain relationships based on honesty and integrity

Job Type: Full\\-time

Pay: $22\\.00 \\- $27\\.00 per hour

Benefits:

* 401(k)
* 401(k) matching
* Dental insurance
* Health insurance
* Life insurance
* Paid time off
* Parental leave
* Professional development assistance
* Vision insurance

Schedule:

* 8 hour shift
* Day shift
* Monday to Friday

Work Location: In person","Health Care","https://www.indeed.com/cmp/Cspc-Healthcare-Inc-2","","http://cspcusa.com/","","","","","","","","","",""
