"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"in-ffaf396b346b4977","indeed","https://www.indeed.com/viewjob?jk=ffaf396b346b4977","http://www.indeed.com/job/fine-jewelry-sales-and-marketing-specialist-ffaf396b346b4977","Fine Jewelry Sales And Marketing Specialist","Jocale Studio","New York, NY, US","2025-05-21","temporary","","hourly","","","USD",False,"","","","","**Company Description**

Simon Ardem is a jewelry house based in New York, NY, specializing in diamond jewelry. With over two generations of experience, our team of designers and artisans create unique pieces using the finest diamonds from around the world. We focus on excellence in design and craftsmanship, incorporating vibrant natural fancy colored diamonds into our collections.

**Role Description**

**\\*APPLICANT MUST BE NYC BASED**

This is a commission based role for a Sales and Marketing Specialist at Simon Ardem and our subsidiary company JOCALE Studios, a collection of jewelry design offices in New York City's Diamond District. The specialist will be responsible for promoting our products and offices, developing sales materials, and implementing business development initiatives.

**Responsibilities**

* Evaluate the performance of our company’s marketing campaigns and strategies through evaluating key performance metrics.
* Plan sales strategy by analyzing ROI for marketing, telemarketing, and lead generation.
* Assist in all phases of sales effort such as budgeting, reporting, sales communication and CRM.
* Discover effective marketing and promotional channels, including media platforms to be used to relay product messages to customers.
* Support development collateral materials including brochures, technical sheets, PowerPoint templates and customer promotional material.
* Create and maintain a database for tracking and maintaining client connections
* Research and target new business, get our products in various stores.
* Conduct market research to identify customer trends, competitor offerings and demographic data.
* Create innovative marketing campaigns depending on robust data and present the recommendations to management.
* Establish and maintain relationships with new and existing clients through networking and prospecting.
* Create goals and objectives in order to approach customers through appropriate marketing channels.
* Help in outbound and inbound marketing activities by displaying expertise in certain areas such as events planning, advertising, optimization and content development.

**Qualifications**

* Bachelor's degree in Marketing, Business, or related field
* 3+ years of experience in sales, sales management, and marketing.
* Prior experience with creation of messaging, marketing materials, campaigns, sales tools for presentations, etc. is required.
* Strong understanding of digital marketing activities (basic web development, SEO, analytics, social media, email marketing, graphics).
* Knowledge of the diamond jewelry and fine jewelry industry preferred

Job Type: Seasonal

Pay: From $16.00 per hour

Benefits:

* Flexible schedule

Work Location: In person","","https://www.indeed.com/cmp/Jocale-Studio-1","","","","","","","","","","","",""
"in-388dd4f682c96868","indeed","https://www.indeed.com/viewjob?jk=388dd4f682c96868","https://jobs.smartrecruiters.com/NBCUniversal3/744000060793390-photographer-editor-creative-services-nbc-telemundo-ny","Photographer/Editor, Creative Services NBC & Telemundo NY","NBCUniversal","New York, NY, US","2025-05-21","fulltime","direct_data","yearly",94000.0,124500.0,"USD",False,"","","","AccessibilitySupport@nbcuni.com","**Company Description**

NBCUniversal is one of the world's leading media and entertainment companies. We create world-class content, which we distribute across our portfolio of film, television, and streaming, and bring to life through our theme parks and consumer experiences. We own and operate leading entertainment and news brands, including NBC, NBC News, MSNBC, CNBC, NBC Sports, Telemundo, NBC Local Stations, Bravo, USA Network, and Peacock, our premium ad-supported streaming service. We produce and distribute premier filmed entertainment and programming through Universal Filmed Entertainment Group and Universal Studio Group, and have world-renowned theme parks and attractions through Universal Destinations & Experiences. NBCUniversal is a subsidiary of Comcast Corporation.

Our impact is rooted in improving the communities where our employees, customers, and audiences live and work. We have a rich tradition of giving back and ensuring our employees have the opportunity to serve their communities. We champion an inclusive culture and strive to attract and develop a talented workforce to create and deliver a wide range of content reflecting our world.

Comcast NBCUniversal has announced its intent to create a new publicly traded company ('Versant') comprised of most of NBCUniversal's cable television networks, including USA Network, CNBC, MSNBC, Oxygen, E!, SYFY and Golf Channel along with complementary digital assets Fandango, Rotten Tomatoes, GolfNow, GolfPass, and SportsEngine. The well-capitalized company will have significant scale as a pure-play set of assets anchored by leading news, sports and entertainment content. The spin-off is expected to be completed during 2025.

 **Job Description**

We are looking for a talented and versatile **Promo Photographer & Editor** to join our dynamic creative team. This role is responsible for shooting and editing high-impact promotional content for television, digital platforms, and social media. The ideal candidate has a strong visual storytelling ability, technical expertise, and thrives in a fast-paced, collaborative environment.

**Key Responsibilities:**

* Shoot and edit high-quality promotional content across platforms.
* Collaborate with producers, directors, and creative teams to bring campaign concepts to life.
* Craft engaging narratives with dynamic pacing to captivate audiences.
* Integrate voiceovers, music, and sound design to elevate storytelling.
* Partner with motion graphic designers to incorporate animations, transitions, and graphics.
* Ensure all content aligns with brand guidelines and campaign goals.
* Maintain well-organized project files and backups.
* Salary Range: $94,000 - $124,500

  
**Qualifications**

**Qualifications:**

* Proficiency in Adobe Premiere Pro, lighting, sound design, and color correction.
* In-depth knowledge of Red, Blackmagic Pocket 4K/6K, Sony FX3 cameras, DaVinci Resolve, and Adobe Creative Suite.
* Ability to manage multiple projects under tight deadlines without sacrificing quality.
* Must be at least 18 years old.
* Must have unrestricted authorization to work in the U.S.
* Must possess a valid driver’s license.
* Ability to work any shift within a 24/7 schedule, including nights, weekends, and holidays as needed.
* Must submit a demo reel showcasing original work.
* Applications must be submitted via nbcunicareers.com for consideration.

**Physical Requirements:**

* Ability to lift and carry camera gear (15–30 lbs.) for extended periods during field shoots.
* Willingness to travel, work overtime, and respond to last-minute schedule changes.

**Preferred Qualifications:**

* Bachelor’s degree in a relevant field or equivalent experience.
* Minimum of 3 years’ experience shooting and editing in a medium-to-major market TV newsroom.
* Flexible, positive, and collaborative team player.
* Fluent in both Spanish and English.

  
**Additional Information**

As part of our selection process, external candidates may be required to attend an in-person interview with an NBCUniversal employee at one of our locations prior to a hiring decision. NBCUniversal's policy is to provide equal employment opportunities to all applicants and employees without regard to race, color, religion, creed, gender, gender identity or expression, age, national origin or ancestry, citizenship, disability, sexual orientation, marital status, pregnancy, veteran status, membership in the uniformed services, genetic information, or any other basis protected by applicable law.

If you are a qualified individual with a disability or a disabled veteran and require support throughout the application and/or recruitment process as a result of your disability, you have the right to request a reasonable accommodation. You can submit your request to AccessibilitySupport@nbcuni.com.","Media News And Publishing","https://www.indeed.com/cmp/Nbcuniversal","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/6f526b41731090a4120566c102ae17d8","http://www.nbcuni.com/","30 Rockefeller Plaza
New York, NY 10112","10,000+","$5M to $25M (USD)","","","","","","",""
"in-1fc089199fcffe53","indeed","https://www.indeed.com/viewjob?jk=1fc089199fcffe53","https://aliceandolivia.recruiterbox.com/jobs/fk0pc6b?fjb_hash=ezLpq610","Graphic Designer","Alice + Olivia","New York, NY, US","2025-05-20","","direct_data","yearly",65000.0,75000.0,"USD",False,"","","","","**POSITION SUMMARY:** We're looking for a highly creative and style-savvy Graphic Designer and Brief Coordinator to join our dynamic creative team. This role offers an exciting opportunity to work on a variety of design projects across digital and print mediums. This role will collaborate closely with Senior Graphic Designers and other departments to produce high-quality, visually compelling content that aligns with the brand’s aesthetic and vision.

**RESPONSIBILITIES:**

* Design Support: Assist in creating design assets for digital marketing campaigns, social media, website content, e-commerce, print materials, retail assets and more.
* Brand Consistency: Help ensure all design work is consistent with Alice + Olivia’s brand guidelines and visual identity.
* Collaboration: Work closely with Senior Graphic Designers, the Creative team, and other departments (Marketing, Merchandising, and E-commerce) while project managing all design requests.
* Content Creation: Develop graphics for social media, newsletters, advertisements, event invites, and lookbooks.
* Production: Prepare final files for digital and print production, ensuring all designs meet technical specifications.
* Trend Awareness: Stay current with design trends, particularly in fashion and digital media, and incorporate fresh ideas into projects.
* Asset Management: Organize and maintain design assets in the brand’s asset management system for easy access and collaboration.

**REQUIREMENTS:**

* Proficiency in Adobe Creative Suite (Photoshop, Illustrator, InDesign).
* Experience with monday.com, Asana, Bynder, and Dropbox a plus.
* Excellent time management, organizational, and collaboration skills.
* Ability to manage multiple projects and meet tight deadlines in a fast-paced environment.
* Strong communication skills, with the ability to receive and apply feedback effectively.
* Willingness to work off-hours as needed to meet project deadlines and demands.
* Creative Portfolio: A strong, well-rounded portfolio showcasing design work across print, digital, and branding (Fashion related design work highly preferred).
* Experience: 2-3 years of graphic design and photo retouching experience, preferably in fashion, retail, or lifestyle brands. Video editing experience is a plus.
* Education: Bachelor’s degree in graphic design, Design, Fine Arts, or a related field.

**BENEFITS:**

* $65,000 - $75,000 base salary (*This range represents the low and high end of the anticipated base salary range for this NY - based position. The base salary will depend on numerous factors such as: experience and qualifications for the role, experience level, skillset, and balancing internal equity relative to other A+O employees.)*
* 401(k) with an employer match
* Medical, dental, and vision
* Generous employee discount

This job description is not an exhaustive list of all functions that the employee may be required to perform, and the employee may be required to perform additional functions. Additionally, the job responsibilities may change at any time as necessitated by business demands.","","https://www.indeed.com/cmp/Alice-+-Olivia","","","","","","","","","","","",""
"in-8961bb16714d0457","indeed","https://www.indeed.com/viewjob?jk=8961bb16714d0457","https://maxsurgicalspecialtymanagement.applytojob.com/apply/JcD95PSOji/Graphic-Designer?source=INDE&~","Graphic Designer","Max Surgical Specialty Management","Hackensack, NJ, US","2025-05-20","fulltime","direct_data","yearly",51877.0,63982.0,"USD",False,"","","","","Join **Max Surgical Specialty Management**, an innovative leader in the healthcare industry, as we embark on an exhilarating journey of growth and expansion!  
We are seeking a motivated and dynamic individual to join our Revenue Cycle Management Team as a **Graphic Designer**.  
  
**What You'll Do:**  
  
We are looking for a talented **Graphic Designer** to support our team with both print and digital design needs for corporate and healthcare brands. The Graphic Designer will play a key role in bringing the MAX Surgical Specialty Management brand to life and the unique brands of our multiple oral surgery practices through high-quality, creative visual assets that engage our audiences and reflect our bold identity. The ideal candidate will have a strong portfolio showcasing a range of creative work across media types, along with the ability to deliver visuals that are polished, on-brand, and optimized for impact.  
  
The successful candidate will be able to:

* Design compelling print and digital assets, including brochures, event collateral, signage, and flyers
* Create engaging marketing materials for use across multiple channels, including campaigns and promotions
* Produce high-performing social media graphics and videos for Instagram, LinkedIn, and other platforms
* Develop and maintain branded templates and toolkits for internal and external use
* Translate marketing briefs and strategy into visuals that support business goals
* Ensure all design output aligns with brand guidelines, tone, and quality standards
* Leverage AI-powered design tools (e.g., ChatGPT, Midjourney) to enhance and accelerate creative work
* Stay current with design trends, viral content formats, and evolving best practices across social channels
* Edit and animate short-form video and motion graphics for reels, stories, and paid media
* Support a variety of creative needs from team requests, including event assets and ad creative
* Perform any and all other duties as assigned

**What You’ll Bring:**

* 2+ years of experience in a fast-paced corporate or agency environment
* Strong portfolio demonstrating creativity, polish, and versatility across digital and print work
* Advanced proficiency in Adobe Creative Cloud (Photoshop, Illustrator, InDesign)
* Working knowledge of Canva, Cap Cut and common design and video editing platforms
* Familiarity with ChatGPT, Midjourney, and other AI content creation tools
* Exceptionally high attention to detail with a high standard for visual quality
* Comfortable designing for corporate, clinical, and healthcare-related subject matter
* Experience designing for social media, including knowledge of sizing, trends, and platform nuances
* Ability to manage multiple projects, meet deadlines, and collaborate across departments

**Perks of the Job:**

* Highly competitive salaries & annual performance and compensation reviews
* Competitive health insurance and benefits, including medical, dental, vision, disability, and more
* 401k retirement savings plan that includes employer match
* Generous Paid Time Off, sick leave, and paid holidays
* Advance your career growth with opportunities in the most extensive growing oral surgery practice in the Northeast

**About MAX Surgical Specialty Management:**  
  
Established in September 2022 as the Northeast region’s first oral and maxillofacial surgery-only specialty platform, MAX Surgical Specialty Management is a surgeon-led management services organization developed with clinical and surgeon autonomy at its core. Today, MAX supports surgeons across New Jersey, New York, Pennsylvania, Vermont and Connecticut, enabling practices to channel resources, skills and knowledge within the oral surgery specialty, leading industry advancements and delivering the highest standard of patient care. Surgeons have access to a curated network that allows them to collaborate with and work alongside a diverse pool of highly skilled peers who are leaders in their specialty. MAX safeguards surgeons’ independence while offering robust support systems, access to advanced technology and opportunities for financial growth.  
  
Integrity-driven. Patient-focused. Experience the difference at www.max-ssm.com.  
  
**MAX Surgical Specialty Management is an equal opportunity employer committed to providing fair employment opportunities regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, genetic information, marital status, veteran status, or any other legally protected characteristic. We welcome diversity and encourage applicants from all backgrounds. Our inclusive environment values and empowers every employee to contribute to our mission.**  

JcD95PSOji","","https://www.indeed.com/cmp/Max-Surgical-Specialty-Management","","http://www.max-ssm.com","505 Main Street Hackensack NJ 07601","201 to 500","$25M to $100M (USD)","","","","","","",""
"in-4a4cb8013108e315","indeed","https://www.indeed.com/viewjob?jk=4a4cb8013108e315","http://www.indeed.com/job/freelance-website-designer-4a4cb8013108e315","Freelance Website Designer","Lady Walker Clothing","NY, US","2025-05-20","temporary","direct_data","yearly",36164.0,43954.0,"USD",True,"","","","","Hello, I am looking to someone temporary with experience in developing a website for my tshit-s line.

I like someone who is open, creative and some graphic designing work.

College experience is good.

Job Type: Temporary

Pay: From $150.00 per month

Work Location: Remote","","https://www.indeed.com/cmp/Lady-Walker-Clothing","","","","","","","","","","","",""
"in-30896292035a7319","indeed","https://www.indeed.com/viewjob?jk=30896292035a7319","https://www.momentumww.com/opportunities/?gh_jid=8001905002&cmg_gh_hash=052125103558#cmg-gh","Associate 3D Design Director, Experience Design","Momentum Worldwide","New York, NY, US","2025-05-20","","direct_data","yearly",125000.0,140000.0,"USD",True,"","","","JobAppAccommodation@ipgdxtra.com","*New York, New York, United States*

**WHAT ARE WE LOOKING FOR**  
You thrive on the idea of what a brand experience could look and feel like. You use consumer insights, behaviors, mindsets, rituals and context to help craft the holistic journey from start to finish. Immersive experiences excite you, with a drive to open a target audience into a new way of thinking about a brand and the larger world around them. Passion for all aspects of design - digital, environmental, physical, graphic and more!

**HERE’S WHAT YOU’LL DO (RESPONSIBILITIES)**

* Resolves complex design queries with innovative and practical solutions
* Takes concepts from the creative team into the design phase development through to final execution
* Develops thorough understanding of clients brand as well as their competitors
* Demonstrates understanding and interest of all 3D Experience Design pillars, including, and not limited to: Drafting, Materials, rendering visualization, Spatial design
* Manages multiple projects with fast deadlines; thriving in a dynamic environment.
* Stays abreast of the competitive design landscape to better understand brand objectives, target audience and industry trends to share back with the larger team
* Presents work internally.
* Collaborate with the Experience Design team.
* Research Materials and Create material boards for clients.
* Supports Momentums values.
* Stays abreast of industry trends and happenings
All other duties as required.  

**HERE’S WHAT WE’RE LOOKING FOR (QUALIFICATIONS & REQUIREMENTS** )

* Bachelor’s degree preferred in Experiential Design, Theatrical Design, Architecture, Interior Design, Exhibit Design, Broadcast Design or related field.
* 7-10 years experience preferred
* Strong portfolio demonstrating your passion for design, and multiple examples of successfully realized experiences from development to fabrication showcasing projects you have led.
* Strong understanding of spatial and environmental design.
* Strong in Adobe Creative Suite
* Strong Understanding of Vectorworks
* Strong Understanding of Cinema 4D
* Strong Knowledge of Materials and Fabrication techniques.
* Ability to present designs to fabricators
* Ability to manage teams of designers and Draftsman to achieve deadlines
* Conceptual Sketching
* Experience in Presenting designs to clients
Can Read, Understand, Redline and produce a Complete drafting Packet  

**SALARY RANGE**  
The salary range for this position is $125,000 to $140,000. Where an employee or prospective employee is paid within this range will depend on, among other factors, actual ranges for current/former employees in the subject position; market considerations; location and region; budgetary considerations; tenure and standing with the company (applicable to current employees); as well as the employee’s/applicant’s background, pertinent experience, and qualifications.
  
  
**ABOUT US – MOMENTUM WORLDWIDE**  
Momentum is an agency of doers. We make the industry’s most disruptive, entertaining, shareable, unforgettable experiences for our clients and their fans. We do it by bringing people closer to what they love, in original and unexpected ways. Whether it’s a physical activation, a virtual experience, or a piece of unique branded content, it’s all part of what we call the Total Brand Experience — ideas that solve business challenges, through best-in-class Consulting, Strategy, Analytics, Experience Design, and Production.
  
  
We want you to help brands do amazing, unprecedented, wild things, creating experiences that people never forget.
  
  
**WHAT CAN YOU EXPECT FROM MOMENTUM**

**At Momentum, we expect our employees to embody our values!**  
Our Core Values of Be One, Do Great Work, Have Fun, Give Back and Grow empower an environment where we challenge ourselves professionally and encourage each other personally.
  
  
**At Momentum, we make** **our differences matter!**  
Who we are matters. We choose to hire diverse voices from all walks of life. We choose to make our culture one where everyone can be their authentic self and speak in their voice. We choose to give each other permission to get things wrong, so we can learn to make them right. We choose to celebrate the bravery of our peers and we choose to be collectively responsible.
  
  
**At Momentum, we make our actions matter!**  
Making it matter means always choosing the sustainable option. It means designing waste out from the start. It means working with the right materials. Sourcing locally, innovating off-the-shelf solutions and reusing and repurposing. It means powering smarter. Traveling less. And only working with vendors who do the same. Make it matter means becoming the first experiential agency in the world to receive 2 ISO certifications.
  
  
**At Momentum, we make our people matter!**  
We choose to make your workplace part of your wellbeing. We choose a hybrid work model. We choose no meeting Fridays. We choose to let ourselves take as much Time Well Taken (vacation) as we need. We choose education programs that help our people develop professionally and personally. We choose tuition reimbursement. We choose to match your 401K. We choose to make your financial wellbeing our priority. We choose to make our people’s lives matter.
  
  
**MOMENTUM BENEFITS**

* Flexible Time Off (our flexible benefits plan that allows you take the time you need)
* Hybrid Work model – ability to work from home or in office
* Holidays and Winter Break (agency closes between Christmas and New Years holidays)
* No meeting Fridays
* Curated DE&I programs and initiatives
* Medical, Dental and Vision plans
* Short- and Long-term disability
* 401(K) with company match
* EAP – Employee Assistance Plan
* Tuition Reimbursement
* Work from Home stipend
* Referral bonuses
* Training and development opportunities
* Flexible Spending Account
Health Saving Accounts  

*At Momentum Worldwide, we value diversity and the uniqueness of all people. We thrive in an inclusive environment, and we recruit, hire and promote without regard to race, gender, age, color, gender identity, gender expression, sexual orientation, ethnic or national origin, citizenship, religion, sexual preference, military or veteran status, marital status, family status, physical or mental disability – or any other legally protected categories as set forth in the applicable state, federal or local laws. This policy applies to all aspects of employment including training, compensation, benefits and all other privileges of employment.*

*We make our careers website accessible to any and all users. If you need an accommodation to participate in the application process, please contact us at* *JobAppAccommodation@ipgdxtra.com* *. This email address is not for general employment inquiries or vendors; rather it is strictly for applicants who require special assistance accessing our employment website. Due to volume, messages sent to this email address that are not related to an accommodation cannot be answered.*  
  
*#LI-HB #LI-HYBRID*","Media News And Publishing","https://www.indeed.com/cmp/Momentum-Worldwide","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/10087ee63218284ee31a02fb1af3d177","https://www.momentumww.com","New York, NY","501 to 1,000","$100M to $500M (USD)","","","","","","",""
"li-4231950900","linkedin","https://www.linkedin.com/jobs/view/4231950900","","Junior Graphic Designer","Westman Atelier","New York, NY","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/westman-atelier","","","","","","","","","","","",""
"li-4215301241","linkedin","https://www.linkedin.com/jobs/view/4215301241","","Creative Director (Art Direction)","Atlassian","New York, NY","","","","","","","",False,"","","","","","","https://au.linkedin.com/company/atlassian","","","","","","","","","","","",""
"li-4232234191","linkedin","https://www.linkedin.com/jobs/view/4232234191","","Digital Graphic Designer","Trimble Inc.","Princeton, NJ","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/trimble","","","","","","","","","","","",""
"li-4231920755","linkedin","https://www.linkedin.com/jobs/view/4231920755","","Senior Computational Designer (Remote Work Option)","Lensa","Woodbury, NY","","","","","","","",True,"","","","","","","https://www.linkedin.com/company/lensa","","","","","","","","","","","",""
