"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"gd-1009750964580","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009750964580","","Senior Full Stack Software Engineer, Human Care","Oura","San Francisco, CA","2025-05-22","","direct_data","yearly",139000.0,200000.0,"USD",False,"","","organic","","","","https://www.glassdoor.com/Overview/W-EI_IE2926710.htm","https://media.glassdoor.com/sql/2926710/oura-squarelogo-1584533699273.png","","","","","","","","","","",""
"gd-1009751249720","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009751249720","","Devops Engineer","HackEDU, Inc. dba Security Journey","","2025-05-22","","","","","","",True,"","","organic","","","","","","","","","","","","","","","",""
"gd-1009750500925","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009750500925","","Asst Dir-DevOps Engineer","Moody's","New York, NY","2025-05-22","","direct_data","yearly",123656.0,184950.0,"USD",False,"","","organic","","","","https://www.glassdoor.com/Overview/W-EI_IE11303.htm","https://media.glassdoor.com/sql/11303/moody-s-corporation-squareLogo-1709740726444.png","","","","","","","","","","",""
"gd-1009750914585","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009750914585","","Senior Software Engineer I - Backend (Fully Remote)","Aledade","","2025-05-22","","","","","","",True,"","","organic","","","","https://www.glassdoor.com/Overview/W-EI_IE1386654.htm","https://media.glassdoor.com/sql/1386654/aledade-squareLogo-1726493659086.png","","","","","","","","","","",""
"gd-1009751278404","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009751278404","","AI Software Developer - Healthcare Innovation","CAREM MANAGEMENT SERVICES","Albuquerque, NM","2025-05-22","","direct_data","yearly",100000.0,125000.0,"USD",False,"","","organic","","","","https://www.glassdoor.com/Overview/W-EI_IE1258309.htm","","","","","","","","","","","",""
"gd-1009751117967","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009751117967","","Adobe Multi-Solution Engineer","Nebraska Furniture Mart","Omaha, NE","2025-05-22","","direct_data","yearly",65266.0,106851.0,"USD",False,"","","organic","","","","https://www.glassdoor.com/Overview/W-EI_IE20545.htm","https://media.glassdoor.com/sql/20545/nebraska-furniture-mart-squareLogo-1702484902809.png","","","","","","","","","","",""
"gd-1009751387671","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009751387671","","Principal Software Developer","General Dynamics Information Technology","","2025-05-22","","direct_data","yearly",161500.0,218500.0,"USD",True,"","","organic","","","","https://www.glassdoor.com/Overview/W-EI_IE18661.htm","https://media.glassdoor.com/sql/18661/general-dynamics-information-technology-squareLogo-1743696905920.png","","","","","","","","","","",""
"gd-1009751175017","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009751175017","","Database Administrator","TeamDynamix","","2025-05-22","","","","","","",True,"","","organic","","","","https://www.glassdoor.com/Overview/W-EI_IE1450486.htm","https://media.glassdoor.com/sql/1450486/teamdynamix-squareLogo-1714396590782.png","","","","","","","","","","",""
"gd-1009750914584","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009750914584","","Senior Software Engineer II- Backend (Fully Remote)","Aledade","","2025-05-22","","","","","","",True,"","","organic","","","","https://www.glassdoor.com/Overview/W-EI_IE1386654.htm","https://media.glassdoor.com/sql/1386654/aledade-squareLogo-1726493659086.png","","","","","","","","","","",""
"gd-1009750718381","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009750718381","","Staff Engineer","BoomPop","","2025-05-22","","","","","","",True,"","","organic","","","","https://www.glassdoor.com/Overview/W-EI_IE9238690.htm","https://media.glassdoor.com/sql/9238690/boompop-squareLogo-1702591068350.png","","","","","","","","","","",""
